role,latent_dimension,player_id,player_name,team_id,team_name,minutes,dimension_score,number_of_available_metrics,missing_metric_count,confidence_flag,single_metric_dimension_warning,dimension_percentile,dimension_rank_within_role
CB,CB_D9,314466,Mohamed Saoud,2839,Ittihad Tanger,2195.433,80.76923076923077,1,0,low,True,80.0,6.0
CB,CB_D9,3252,Oussama Haddadi,2762,RSB Berkane,1504.85,15.384615384615385,1,0,low,True,12.0,23.0
CB,CB_D9,338916,Johnstone Omurwa,36099,KAC Marrakech,1145.9666,96.15384615384616,1,0,low,True,96.0,2.0
CB,CB_D9,363239,Bilal Soufi,18552,Renaissance Zemamra,1606.9667,76.92307692307693,1,0,low,True,76.0,7.0
CB,CB_D9,407555,James Monday Ajako,18552,Renaissance Zemamra,1626.8003,42.30769230769231,1,0,low,True,44.0,15.0
CB,CB_D9,409303,Faraji Karmoune,6989,Olympic Safi,1912.9167,84.61538461538461,1,0,low,True,84.0,5.0
CB,CB_D9,419744,Driss El Jabali,6995,Maghreb Fès,1346.0168,92.3076923076923,1,0,low,True,92.0,3.0
CB,CB_D9,442093,Yassine Fatine,2365,Difaâ El Jadida,1008.3,38.46153846153847,1,0,low,True,40.0,16.0
CB,CB_D9,477678,Cheick Keita,2889,Olympique Dcheïra,1643.9834,88.46153846153845,1,0,low,True,88.0,4.0
CB,CB_D9,49760,Adil Rhaili,6995,Maghreb Fès,1269.3834,73.07692307692307,1,0,low,True,72.0,8.0
CB,CB_D9,523290,Achraf Zine,36100,US Yacoub El Mansour,1219.8333,46.15384615384615,1,0,low,True,48.0,14.0
CB,CB_D9,524512,Reda Ait Boughima,18552,Renaissance Zemamra,1352.4501,100.0,1,0,low,True,100.0,1.0
CB,CB_D9,67700,Badr Banoun,2349,Raja Casablanca,1769.8834,19.230769230769234,1,0,low,True,16.0,22.0
CB,CB_D9,7378,Yunis Abdelhamid,2838,FAR Rabat,937.7833,3.8461538461538463,1,0,low,True,4.0,25.0
CF,CF_D1,138876,Hamza Khaba,2838,FAR Rabat,808.81665,78.04318718033316,4,0,low,False,90.9090909090909,3.0
CF,CF_D1,139566,Youssef Elfahli,2838,FAR Rabat,1451.0833,64.38422019390099,4,0,low,False,72.72727272727273,7.0
CF,CF_D1,140867,Ismail Khafi,2349,Raja Casablanca,1004.94995,57.9205591897243,4,0,low,False,59.09090909090909,10.0
CF,CF_D1,140886,Mustapha Sahd,25917,CODM Meknès,886.8334,80.45866402013513,4,0,low,False,95.45454545454545,2.0
CF,CF_D1,140887,Haytham El Bahja,2839,Ittihad Tanger,1497.5667,47.06592511192467,4,0,low,False,45.45454545454545,13.0
CF,CF_D1,143504,Oussama Lamlaoui,2762,RSB Berkane,813.4167,85.19159604096727,4,0,low,False,100.0,1.0
CF,CF_D1,155347,Ayoub Mouloua,2761,FUS Rabat,1735.4165,59.60276281101223,4,0,low,False,63.63636363636363,9.0
CF,CF_D1,155705,Soufiane Benjdida,6995,Maghreb Fès,2024.9166,74.12338326515503,4,0,low,False,81.81818181818183,5.0
CF,CF_D1,312936,Hamza Hannouri,6994,Wydad Casablanca,1161.1166,64.56942740349086,4,0,low,False,77.27272727272727,6.0
CF,CF_D1,3319,Yacine Bammou,11935,UTS Rabat,1178.8168,24.00185738403811,4,0,low,False,18.181818181818183,19.0
CF,CF_D1,335508,Paul Valère Bassène,2762,RSB Berkane,1335.15,62.12536347497419,4,0,low,False,68.18181818181817,8.0
CF,CF_D1,360406,Imad Khannouss,6989,Olympic Safi,823.43335,23.01330603507341,8,0,low,False,13.636363636363635,20.0
CF,CF_D1,38423,Siriki Sanogo,2839,Ittihad Tanger,1153.7667,0.0,4,0,low,False,4.545454545454546,22.0
CF,CF_D1,406860,Abdelaziz El Hamzaoui,18552,Renaissance Zemamra,850.13336,24.57106824344011,4,0,low,False,22.727272727272727,18.0
CF,CF_D1,409301,Jawad Ghabra,2839,Ittihad Tanger,1463.6833,39.815358900641826,4,0,low,False,40.909090909090914,14.0
CF,CF_D1,442295,Reda Abardi,2889,Olympique Dcheïra,1312.8335,37.49625783597906,4,0,low,False,36.36363636363637,15.0
CF,CF_D1,453613,Baba Bello Ilou,6992,Hassania Agadir,1744.35,77.46248706232754,4,0,low,False,86.36363636363636,4.0
CF,CF_D1,477684,Brahim Amzili,2889,Olympique Dcheïra,1496.7002,27.563295091986134,4,0,low,False,27.27272727272727,17.0
CF,CF_D1,503286,Mehdi Balouk,36100,US Yacoub El Mansour,1433.7333,53.086556552175956,4,0,low,False,50.0,12.0
CF,CF_D1,522342,Younes El Bahraoui,36099,KAC Marrakech,969.3167,56.73343269375901,4,0,low,False,54.54545454545454,11.0
CF,CF_D1,524001,Nasreddine Moustaghfir,11935,UTS Rabat,1063.3833,33.3291488661708,4,0,low,False,31.818181818181817,16.0
CF,CF_D1,524392,Romuald Dacosta,2365,Difaâ El Jadida,1442.6,22.913011752387508,4,0,low,False,9.090909090909092,21.0
CF,CF_D2,138876,Hamza Khaba,2838,FAR Rabat,808.81665,65.81788957682323,1,0,low,True,86.36363636363636,4.0
CF,CF_D2,139566,Youssef Elfahli,2838,FAR Rabat,1451.0833,23.657540221167654,1,0,low,True,27.27272727272727,17.0
CF,CF_D2,140867,Ismail Khafi,2349,Raja Casablanca,1004.94995,52.34973451952075,1,0,low,True,68.18181818181817,8.0
CF,CF_D2,140886,Mustapha Sahd,25917,CODM Meknès,886.8334,98.32905519519818,1,0,low,True,90.9090909090909,3.0
CF,CF_D2,140887,Haytham El Bahja,2839,Ittihad Tanger,1497.5667,40.348893605790806,1,0,low,True,40.909090909090914,14.0
CF,CF_D2,143504,Oussama Lamlaoui,2762,RSB Berkane,813.4167,100.0,1,0,low,True,97.72727272727273,1.0
CF,CF_D2,155347,Ayoub Mouloua,2761,FUS Rabat,1735.4165,52.37407181540243,1,0,low,True,72.72727272727273,7.0
CF,CF_D2,155705,Soufiane Benjdida,6995,Maghreb Fès,2024.9166,100.0,1,0,low,True,97.72727272727273,1.0
CF,CF_D2,312936,Hamza Hannouri,6994,Wydad Casablanca,1161.1166,38.36623247266815,1,0,low,True,36.36363636363637,15.0
CF,CF_D2,3319,Yacine Bammou,11935,UTS Rabat,1178.8168,57.159247501998465,1,0,low,True,77.27272727272727,6.0
CF,CF_D2,335508,Paul Valère Bassène,2762,RSB Berkane,1335.15,44.42231948075946,1,0,low,True,45.45454545454545,13.0
CF,CF_D2,360406,Imad Khannouss,6989,Olympic Safi,823.43335,25.707223903074617,2,0,low,True,31.818181818181817,16.0
CF,CF_D2,38423,Siriki Sanogo,2839,Ittihad Tanger,1153.7667,0.0,1,0,low,True,6.8181818181818175,21.0
CF,CF_D2,406860,Abdelaziz El Hamzaoui,18552,Renaissance Zemamra,850.13336,9.832072289029856,1,0,low,True,18.181818181818183,19.0
CF,CF_D2,409301,Jawad Ghabra,2839,Ittihad Tanger,1463.6833,45.72261813980138,1,0,low,True,54.54545454545454,11.0
CF,CF_D2,442295,Reda Abardi,2889,Olympique Dcheïra,1312.8335,46.05490771518505,1,0,low,True,59.09090909090909,10.0
CF,CF_D2,453613,Baba Bello Ilou,6992,Hassania Agadir,1744.35,65.45473511774225,1,0,low,True,81.81818181818183,5.0
CF,CF_D2,477684,Brahim Amzili,2889,Olympique Dcheïra,1496.7002,0.0,1,0,low,True,6.8181818181818175,21.0
CF,CF_D2,503286,Mehdi Balouk,36100,US Yacoub El Mansour,1433.7333,44.443543375823666,1,0,low,True,50.0,12.0
CF,CF_D2,522342,Younes El Bahraoui,36099,KAC Marrakech,969.3167,51.272175942691725,1,0,low,True,63.63636363636363,9.0
CF,CF_D2,524001,Nasreddine Moustaghfir,11935,UTS Rabat,1063.3833,15.373382218229159,1,0,low,True,22.727272727272727,18.0
CF,CF_D2,524392,Romuald Dacosta,2365,Difaâ El Jadida,1442.6,7.639462401798649,1,0,low,True,13.636363636363635,20.0
CF,CF_D3,138876,Hamza Khaba,2838,FAR Rabat,808.81665,54.689759378706405,1,0,low,True,59.09090909090909,10.0
CF,CF_D3,139566,Youssef Elfahli,2838,FAR Rabat,1451.0833,73.51112712857014,1,0,low,True,90.9090909090909,3.0
CF,CF_D3,140867,Ismail Khafi,2349,Raja Casablanca,1004.94995,54.449950445986126,1,0,low,True,54.54545454545454,11.0
CF,CF_D3,140886,Mustapha Sahd,25917,CODM Meknès,886.8334,50.08044482771936,1,0,low,True,45.45454545454545,13.0
CF,CF_D3,140887,Haytham El Bahja,2839,Ittihad Tanger,1497.5667,47.67096134786918,1,0,low,True,36.36363636363637,15.0
CF,CF_D3,143504,Oussama Lamlaoui,2762,RSB Berkane,813.4167,9.306563509063588,1,0,low,True,4.545454545454546,22.0
CF,CF_D3,155347,Ayoub Mouloua,2761,FUS Rabat,1735.4165,42.789675528935234,1,0,low,True,31.818181818181817,16.0
CF,CF_D3,155705,Soufiane Benjdida,6995,Maghreb Fès,2024.9166,17.57775525885012,1,0,low,True,18.181818181818183,19.0
CF,CF_D3,312936,Hamza Hannouri,6994,Wydad Casablanca,1161.1166,65.37491688725522,1,0,low,True,72.72727272727273,7.0
CF,CF_D3,3319,Yacine Bammou,11935,UTS Rabat,1178.8168,71.7623953228285,1,0,low,True,81.81818181818183,5.0
CF,CF_D3,335508,Paul Valère Bassène,2762,RSB Berkane,1335.15,75.30312295721485,1,0,low,True,95.45454545454545,2.0
CF,CF_D3,360406,Imad Khannouss,6989,Olympic Safi,823.43335,11.061557097235985,2,0,low,True,9.090909090909092,21.0
CF,CF_D3,38423,Siriki Sanogo,2839,Ittihad Tanger,1153.7667,100.0,1,0,low,True,100.0,1.0
CF,CF_D3,406860,Abdelaziz El Hamzaoui,18552,Renaissance Zemamra,850.13336,55.97828498735262,1,0,low,True,63.63636363636363,9.0
CF,CF_D3,409301,Jawad Ghabra,2839,Ittihad Tanger,1463.6833,54.07486467942365,1,0,low,True,50.0,12.0
CF,CF_D3,442295,Reda Abardi,2889,Olympique Dcheïra,1312.8335,72.32903865213083,1,0,low,True,86.36363636363636,4.0
CF,CF_D3,453613,Baba Bello Ilou,6992,Hassania Agadir,1744.35,49.334516954769036,1,0,low,True,40.909090909090914,14.0
CF,CF_D3,477684,Brahim Amzili,2889,Olympique Dcheïra,1496.7002,63.80681970374735,1,0,low,True,68.18181818181817,8.0
CF,CF_D3,503286,Mehdi Balouk,36100,US Yacoub El Mansour,1433.7333,11.174430128840434,1,0,low,True,13.636363636363635,20.0
CF,CF_D3,522342,Younes El Bahraoui,36099,KAC Marrakech,969.3167,19.51778257973322,1,0,low,True,22.727272727272727,18.0
CF,CF_D3,524001,Nasreddine Moustaghfir,11935,UTS Rabat,1063.3833,70.73121566914716,1,0,low,True,77.27272727272727,6.0
CF,CF_D3,524392,Romuald Dacosta,2365,Difaâ El Jadida,1442.6,22.595704083806485,1,0,low,True,27.27272727272727,17.0
CF,CF_D4,138876,Hamza Khaba,2838,FAR Rabat,808.81665,69.40342335734199,1,0,low,True,72.72727272727273,7.0
CF,CF_D4,139566,Youssef Elfahli,2838,FAR Rabat,1451.0833,33.55880421090332,1,0,low,True,31.818181818181817,16.0
CF,CF_D4,140867,Ismail Khafi,2349,Raja Casablanca,1004.94995,36.69677457462671,1,0,low,True,36.36363636363637,15.0
CF,CF_D4,140886,Mustapha Sahd,25917,CODM Meknès,886.8334,73.86766817965363,1,0,low,True,86.36363636363636,4.0
CF,CF_D4,140887,Haytham El Bahja,2839,Ittihad Tanger,1497.5667,15.42822496934021,1,0,low,True,18.181818181818183,19.0
CF,CF_D4,143504,Oussama Lamlaoui,2762,RSB Berkane,813.4167,0.0,1,0,low,True,4.545454545454546,22.0
CF,CF_D4,155347,Ayoub Mouloua,2761,FUS Rabat,1735.4165,54.58663388201629,1,0,low,True,68.18181818181817,8.0
CF,CF_D4,155705,Soufiane Benjdida,6995,Maghreb Fès,2024.9166,14.1280119138513,1,0,low,True,13.636363636363635,20.0
CF,CF_D4,312936,Hamza Hannouri,6994,Wydad Casablanca,1161.1166,70.35507047772964,1,0,low,True,77.27272727272727,6.0
CF,CF_D4,3319,Yacine Bammou,11935,UTS Rabat,1178.8168,90.49986799421151,1,0,low,True,95.45454545454545,2.0
CF,CF_D4,335508,Paul Valère Bassène,2762,RSB Berkane,1335.15,41.666306941505006,1,0,low,True,40.909090909090914,14.0
CF,CF_D4,360406,Imad Khannouss,6989,Olympic Safi,823.43335,24.53631305719471,2,0,low,True,22.727272727272727,18.0
CF,CF_D4,38423,Siriki Sanogo,2839,Ittihad Tanger,1153.7667,52.86629920994296,1,0,low,True,59.09090909090909,10.0
CF,CF_D4,406860,Abdelaziz El Hamzaoui,18552,Renaissance Zemamra,850.13336,72.56258644801892,1,0,low,True,81.81818181818183,5.0
CF,CF_D4,409301,Jawad Ghabra,2839,Ittihad Tanger,1463.6833,50.96917812384545,1,0,low,True,50.0,12.0
CF,CF_D4,442295,Reda Abardi,2889,Olympique Dcheïra,1312.8335,53.32581658263346,1,0,low,True,63.63636363636363,9.0
CF,CF_D4,453613,Baba Bello Ilou,6992,Hassania Agadir,1744.35,77.29713132960595,1,0,low,True,90.9090909090909,3.0
CF,CF_D4,477684,Brahim Amzili,2889,Olympique Dcheïra,1496.7002,52.82955657493142,1,0,low,True,54.54545454545454,11.0
CF,CF_D4,503286,Mehdi Balouk,36100,US Yacoub El Mansour,1433.7333,8.387032894487247,1,0,low,True,9.090909090909092,21.0
CF,CF_D4,522342,Younes El Bahraoui,36099,KAC Marrakech,969.3167,32.412930668158786,1,0,low,True,27.27272727272727,17.0
CF,CF_D4,524001,Nasreddine Moustaghfir,11935,UTS Rabat,1063.3833,100.0,1,0,low,True,100.0,1.0
CF,CF_D4,524392,Romuald Dacosta,2365,Difaâ El Jadida,1442.6,43.44483187751214,1,0,low,True,45.45454545454545,13.0
FB,FB_D1,135851,Augusto de Jesus Corte Real Carneiro,2838,FAR Rabat,1209.55,39.254370230285105,1,0,low,True,47.82608695652174,13.0
FB,FB_D1,138910,Jamal Ech-Chammakh,2838,FAR Rabat,928.38336,76.55305464175757,1,0,low,True,95.65217391304348,2.0
FB,FB_D1,138927,Saad El Morsli,6989,Olympic Safi,1579.6667,100.0,1,0,low,True,100.0,1.0
FB,FB_D1,138945,Mohamed Boulacsout,2349,Raja Casablanca,1667.3833,0.0,1,0,low,True,4.3478260869565215,23.0
FB,FB_D1,138949,Ayoub Boucheta,6994,Wydad Casablanca,1453.0,6.296226075516971,1,0,low,True,17.391304347826086,20.0
FB,FB_D1,138956,Anas Bach,2838,FAR Rabat,1963.4335,43.91823397441936,1,0,low,True,56.52173913043478,11.0
FB,FB_D1,139560,Hamza El Moussaoui,2762,RSB Berkane,1272.2667,40.57771496209882,1,0,low,True,52.17391304347826,12.0
FB,FB_D1,140876,Mohamed Moufid,6994,Wydad Casablanca,1725.5333,67.57139014829782,1,0,low,True,82.6086956521739,5.0
FB,FB_D1,142789,Oussama Soukhane,2761,FUS Rabat,1879.2666,2.990417580408982,1,0,low,True,13.043478260869565,21.0
FB,FB_D1,152015,Zakaria Kiani,2839,Ittihad Tanger,2197.05,61.81446277563083,1,0,low,True,69.56521739130434,8.0
FB,FB_D1,178342,Ettayb Boukhriss,2762,RSB Berkane,1045.5667,33.84106074410659,1,0,low,True,39.130434782608695,15.0
FB,FB_D1,261620,Nadir Lougmani,36099,KAC Marrakech,1729.9835,49.32466909868097,1,0,low,True,60.86956521739131,10.0
FB,FB_D1,313287,Redouane Ait Lemkadem,11935,UTS Rabat,2003.1166,1.6486243058998813,1,0,low,True,8.695652173913043,22.0
FB,FB_D1,314451,Houdaifa El Mahasni,2761,FUS Rabat,2082.3667,72.66609400359232,1,0,low,True,91.30434782608695,3.0
FB,FB_D1,337496,Haytam Manaout,2762,RSB Berkane,1040.9333,62.31899684821528,1,0,low,True,73.91304347826086,7.0
FB,FB_D1,339278,Chemseddine Knaidil,25917,CODM Meknès,1806.9502,23.495526854704842,1,0,low,True,21.73913043478261,19.0
FB,FB_D1,406864,Hamza Malki,2365,Difaâ El Jadida,1218.2834,38.00359711509286,1,0,low,True,43.47826086956522,14.0
FB,FB_D1,442100,Marouane Ouhrou,6995,Maghreb Fès,1878.4333,28.97852192801198,1,0,low,True,34.78260869565217,16.0
FB,FB_D1,442286,Oussama Daoui,25917,CODM Meknès,1507.8333,26.27130601252134,1,0,low,True,30.434782608695656,17.0
FB,FB_D1,522352,Hamza Fassoukh,36099,KAC Marrakech,1321.8834,66.7280482383796,1,0,low,True,78.26086956521739,6.0
FB,FB_D1,523293,Nassim Azzoubairi,36100,US Yacoub El Mansour,1764.2832,70.27395634960558,1,0,low,True,86.95652173913044,4.0
FB,FB_D1,523318,Younes El Khafi,2889,Olympique Dcheïra,1192.4167,56.88837118507987,1,0,low,True,65.21739130434783,9.0
FB,FB_D1,81364,Euclides da Silva Cabral,6992,Hassania Agadir,1706.5833,25.431491471983254,1,0,low,True,26.08695652173913,18.0
FB,FB_D2,135851,Augusto de Jesus Corte Real Carneiro,2838,FAR Rabat,1209.55,4.3478260869565215,1,0,low,True,4.3478260869565215,23.0
FB,FB_D2,138910,Jamal Ech-Chammakh,2838,FAR Rabat,928.38336,86.95652173913044,1,0,low,True,86.95652173913044,4.0
FB,FB_D2,138927,Saad El Morsli,6989,Olympic Safi,1579.6667,100.0,1,0,low,True,100.0,1.0
FB,FB_D2,138945,Mohamed Boulacsout,2349,Raja Casablanca,1667.3833,17.391304347826086,1,0,low,True,17.391304347826086,20.0
FB,FB_D2,138949,Ayoub Boucheta,6994,Wydad Casablanca,1453.0,82.6086956521739,1,0,low,True,82.6086956521739,5.0
FB,FB_D2,138956,Anas Bach,2838,FAR Rabat,1963.4335,8.695652173913043,1,0,low,True,8.695652173913043,22.0
FB,FB_D2,139560,Hamza El Moussaoui,2762,RSB Berkane,1272.2667,30.434782608695656,1,0,low,True,30.434782608695656,17.0
FB,FB_D2,140876,Mohamed Moufid,6994,Wydad Casablanca,1725.5333,43.47826086956522,1,0,low,True,43.47826086956522,14.0
FB,FB_D2,142789,Oussama Soukhane,2761,FUS Rabat,1879.2666,26.08695652173913,1,0,low,True,26.08695652173913,18.0
FB,FB_D2,152015,Zakaria Kiani,2839,Ittihad Tanger,2197.05,56.52173913043478,1,0,low,True,56.52173913043478,11.0
FB,FB_D2,178342,Ettayb Boukhriss,2762,RSB Berkane,1045.5667,52.17391304347826,1,0,low,True,52.17391304347826,12.0
FB,FB_D2,261620,Nadir Lougmani,36099,KAC Marrakech,1729.9835,73.91304347826086,1,0,low,True,73.91304347826086,7.0
FB,FB_D2,313287,Redouane Ait Lemkadem,11935,UTS Rabat,2003.1166,91.30434782608695,1,0,low,True,91.30434782608695,3.0
FB,FB_D2,314451,Houdaifa El Mahasni,2761,FUS Rabat,2082.3667,34.78260869565217,1,0,low,True,34.78260869565217,16.0
FB,FB_D2,337496,Haytam Manaout,2762,RSB Berkane,1040.9333,65.21739130434783,1,0,low,True,65.21739130434783,9.0
FB,FB_D2,339278,Chemseddine Knaidil,25917,CODM Meknès,1806.9502,78.26086956521739,1,0,low,True,78.26086956521739,6.0
FB,FB_D2,406864,Hamza Malki,2365,Difaâ El Jadida,1218.2834,21.73913043478261,1,0,low,True,21.73913043478261,19.0
FB,FB_D2,442100,Marouane Ouhrou,6995,Maghreb Fès,1878.4333,39.130434782608695,1,0,low,True,39.130434782608695,15.0
FB,FB_D2,442286,Oussama Daoui,25917,CODM Meknès,1507.8333,60.86956521739131,1,0,low,True,60.86956521739131,10.0
FB,FB_D2,522352,Hamza Fassoukh,36099,KAC Marrakech,1321.8834,69.56521739130434,1,0,low,True,69.56521739130434,8.0
FB,FB_D2,523293,Nassim Azzoubairi,36100,US Yacoub El Mansour,1764.2832,95.65217391304348,1,0,low,True,95.65217391304348,2.0
FB,FB_D2,523318,Younes El Khafi,2889,Olympique Dcheïra,1192.4167,13.043478260869565,1,0,low,True,13.043478260869565,21.0
FB,FB_D2,81364,Euclides da Silva Cabral,6992,Hassania Agadir,1706.5833,47.82608695652174,1,0,low,True,47.82608695652174,13.0
FB,FB_D3,135851,Augusto de Jesus Corte Real Carneiro,2838,FAR Rabat,1209.55,53.71031692278312,2,0,low,False,65.21739130434783,9.0
FB,FB_D3,138910,Jamal Ech-Chammakh,2838,FAR Rabat,928.38336,90.99706705022598,2,0,low,False,95.65217391304348,2.0
FB,FB_D3,138927,Saad El Morsli,6989,Olympic Safi,1579.6667,83.70712598013877,2,0,low,False,82.6086956521739,5.0
FB,FB_D3,138945,Mohamed Boulacsout,2349,Raja Casablanca,1667.3833,80.58842299662612,2,0,low,False,78.26086956521739,6.0
FB,FB_D3,138949,Ayoub Boucheta,6994,Wydad Casablanca,1453.0,33.069616815965375,2,0,low,False,26.08695652173913,18.0
FB,FB_D3,138956,Anas Bach,2838,FAR Rabat,1963.4335,85.5508106353046,2,0,low,False,91.30434782608695,3.0
FB,FB_D3,139560,Hamza El Moussaoui,2762,RSB Berkane,1272.2667,83.8378187556178,2,0,low,False,86.95652173913044,4.0
FB,FB_D3,140876,Mohamed Moufid,6994,Wydad Casablanca,1725.5333,43.962129645808126,2,0,low,False,47.82608695652174,13.0
FB,FB_D3,142789,Oussama Soukhane,2761,FUS Rabat,1879.2666,35.704451023235094,2,0,low,False,34.78260869565217,16.0
FB,FB_D3,152015,Zakaria Kiani,2839,Ittihad Tanger,2197.05,52.48119381933923,2,0,low,False,60.86956521739131,10.0
FB,FB_D3,178342,Ettayb Boukhriss,2762,RSB Berkane,1045.5667,75.31875458208671,2,0,low,False,69.56521739130434,8.0
FB,FB_D3,261620,Nadir Lougmani,36099,KAC Marrakech,1729.9835,35.57375824775606,2,0,low,False,30.434782608695656,17.0
FB,FB_D3,313287,Redouane Ait Lemkadem,11935,UTS Rabat,2003.1166,24.37396464205233,2,0,low,False,17.391304347826086,20.0
FB,FB_D3,314451,Houdaifa El Mahasni,2761,FUS Rabat,2082.3667,43.47826086956522,2,0,low,False,43.47826086956522,14.0
FB,FB_D3,337496,Haytam Manaout,2762,RSB Berkane,1040.9333,91.30434782608695,2,0,low,False,100.0,1.0
FB,FB_D3,339278,Chemseddine Knaidil,25917,CODM Meknès,1806.9502,52.17391304347826,2,0,low,False,56.52173913043478,11.0
FB,FB_D3,406864,Hamza Malki,2365,Difaâ El Jadida,1218.2834,6.675379518365268,2,0,low,False,4.3478260869565215,23.0
FB,FB_D3,442100,Marouane Ouhrou,6995,Maghreb Fès,1878.4333,80.28114222076516,2,0,low,False,73.91304347826086,7.0
FB,FB_D3,442286,Oussama Daoui,25917,CODM Meknès,1507.8333,11.02320560532179,2,0,low,False,8.695652173913043,22.0
FB,FB_D3,522352,Hamza Fassoukh,36099,KAC Marrakech,1321.8834,24.6812454179133,2,0,low,False,21.73913043478261,19.0
FB,FB_D3,523293,Nassim Azzoubairi,36100,US Yacoub El Mansour,1764.2832,50.76820193965243,2,0,low,False,52.17391304347826,12.0
FB,FB_D3,523318,Younes El Khafi,2889,Olympique Dcheïra,1192.4167,18.48973467579094,2,0,low,False,13.043478260869565,21.0
FB,FB_D3,81364,Euclides da Silva Cabral,6992,Hassania Agadir,1706.5833,42.249137766121336,2,0,low,False,39.130434782608695,15.0
FB,FB_D4,135851,Augusto de Jesus Corte Real Carneiro,2838,FAR Rabat,1209.55,46.88292755917866,1,0,low,True,47.82608695652174,13.0
FB,FB_D4,138910,Jamal Ech-Chammakh,2838,FAR Rabat,928.38336,65.71022263005763,1,0,low,True,73.91304347826086,7.0
FB,FB_D4,138927,Saad El Morsli,6989,Olympic Safi,1579.6667,38.16441653406402,1,0,low,True,30.434782608695656,17.0
FB,FB_D4,138945,Mohamed Boulacsout,2349,Raja Casablanca,1667.3833,54.01578697201009,1,0,low,True,52.17391304347826,12.0
FB,FB_D4,138949,Ayoub Boucheta,6994,Wydad Casablanca,1453.0,60.125579705774925,1,0,low,True,65.21739130434783,9.0
FB,FB_D4,138956,Anas Bach,2838,FAR Rabat,1963.4335,61.28217940241616,1,0,low,True,69.56521739130434,8.0
FB,FB_D4,139560,Hamza El Moussaoui,2762,RSB Berkane,1272.2667,43.09421964426729,1,0,low,True,43.47826086956522,14.0
FB,FB_D4,140876,Mohamed Moufid,6994,Wydad Casablanca,1725.5333,58.151039954609075,1,0,low,True,60.86956521739131,10.0
FB,FB_D4,142789,Oussama Soukhane,2761,FUS Rabat,1879.2666,80.22472377060781,1,0,low,True,86.95652173913044,4.0
FB,FB_D4,152015,Zakaria Kiani,2839,Ittihad Tanger,2197.05,55.09161219198722,1,0,low,True,56.52173913043478,11.0
FB,FB_D4,178342,Ettayb Boukhriss,2762,RSB Berkane,1045.5667,25.57126634482774,1,0,low,True,17.391304347826086,20.0
FB,FB_D4,261620,Nadir Lougmani,36099,KAC Marrakech,1729.9835,23.861262584666676,1,0,low,True,13.043478260869565,21.0
FB,FB_D4,313287,Redouane Ait Lemkadem,11935,UTS Rabat,2003.1166,41.42156441163045,1,0,low,True,39.130434782608695,15.0
FB,FB_D4,314451,Houdaifa El Mahasni,2761,FUS Rabat,2082.3667,30.70861484459942,1,0,low,True,21.73913043478261,19.0
FB,FB_D4,337496,Haytam Manaout,2762,RSB Berkane,1040.9333,0.0,1,0,low,True,4.3478260869565215,23.0
FB,FB_D4,339278,Chemseddine Knaidil,25917,CODM Meknès,1806.9502,100.0,1,0,low,True,100.0,1.0
FB,FB_D4,406864,Hamza Malki,2365,Difaâ El Jadida,1218.2834,35.8586551323866,1,0,low,True,26.08695652173913,18.0
FB,FB_D4,442100,Marouane Ouhrou,6995,Maghreb Fès,1878.4333,76.65895329741176,1,0,low,True,82.6086956521739,5.0
FB,FB_D4,442286,Oussama Daoui,25917,CODM Meknès,1507.8333,88.71030750318607,1,0,low,True,95.65217391304348,2.0
FB,FB_D4,522352,Hamza Fassoukh,36099,KAC Marrakech,1321.8834,9.6614896212533,1,0,low,True,8.695652173913043,22.0
FB,FB_D4,523293,Nassim Azzoubairi,36100,US Yacoub El Mansour,1764.2832,72.4541939040064,1,0,low,True,78.26086956521739,6.0
FB,FB_D4,523318,Younes El Khafi,2889,Olympique Dcheïra,1192.4167,39.87442029422508,1,0,low,True,34.78260869565217,16.0
FB,FB_D4,81364,Euclides da Silva Cabral,6992,Hassania Agadir,1706.5833,86.75734785340373,1,0,low,True,91.30434782608695,3.0
FB,FB_D5,135851,Augusto de Jesus Corte Real Carneiro,2838,FAR Rabat,1209.55,29.16017217810597,1,0,low,True,13.043478260869565,21.0
FB,FB_D5,138910,Jamal Ech-Chammakh,2838,FAR Rabat,928.38336,70.20890216117105,1,0,low,True,73.91304347826086,7.0
FB,FB_D5,138927,Saad El Morsli,6989,Olympic Safi,1579.6667,77.04375021889498,1,0,low,True,86.95652173913044,4.0
FB,FB_D5,138945,Mohamed Boulacsout,2349,Raja Casablanca,1667.3833,58.4247087320894,1,0,low,True,52.17391304347826,12.0
FB,FB_D5,138949,Ayoub Boucheta,6994,Wydad Casablanca,1453.0,72.81341371378403,1,0,low,True,82.6086956521739,5.0
FB,FB_D5,138956,Anas Bach,2838,FAR Rabat,1963.4335,70.53655336812508,1,0,low,True,78.26086956521739,6.0
FB,FB_D5,139560,Hamza El Moussaoui,2762,RSB Berkane,1272.2667,98.73124259812795,1,0,low,True,95.65217391304348,2.0
FB,FB_D5,140876,Mohamed Moufid,6994,Wydad Casablanca,1725.5333,56.31231659735118,1,0,low,True,47.82608695652174,13.0
FB,FB_D5,142789,Oussama Soukhane,2761,FUS Rabat,1879.2666,100.0,1,0,low,True,100.0,1.0
FB,FB_D5,152015,Zakaria Kiani,2839,Ittihad Tanger,2197.05,66.7879162280039,1,0,low,True,69.56521739130434,8.0
