competition_id,season_id,player_provider_id,minutes,touches,passes_attempted,passes_completed,progressive_passes,final_third_passes,box_entries_pass,carries,progressive_carries,shots,shots_on_target,goals,xg,pressures,ball_recoveries,interceptions,clearances,blocks,assists,key_passes,possessions_involved,player_name,team_name,role_family,matches,touches_per90,passes_attempted_per90,passes_completed_per90,progressive_passes_per90,final_third_passes_per90,box_entries_pass_per90,carries_per90,progressive_carries_per90,shots_per90,shots_on_target_per90,goals_per90,xg_per90,pressures_per90,ball_recoveries_per90,interceptions_per90,clearances_per90,blocks_per90,assists_per90,key_passes_per90,possessions_involved_per90,pass_completion_rate,touches_per90_role_percentile,progressive_passes_per90_role_percentile,shots_per90_role_percentile,xg_per90_role_percentile,pressures_per90_role_percentile,reliability_flag,metric_lineage
1229,318,10689,90.53333333333333,183,51,42,16,23,9,48,4,3,0,0,0.1007863777,16,2,0,0,1,0,1,56,Sabir Bougrine,Raja Casablanca,MID,1,181.9219440353461,50.69955817378498,41.75257731958763,15.905743740795288,22.864506627393226,8.94698085419735,47.71723122238586,3.976435935198822,2.9823269513991164,0.0,0.0,0.1001926435162003,15.905743740795288,1.988217967599411,0.0,0.0,0.9941089837997055,0.0,0.9941089837997055,55.670103092783506,0.8235294117647058,61.76470588235294,79.41176470588235,86.27450980392157,78.43137254901961,37.254901960784316,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,11456,0.0,41,5,3,0,3,1,9,1,1,1,1,0.198811233,4,2,0,1,2,0,0,19,Lautaro Javier Martínez,Argentina,CF,1,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,126527,94.25,86,10,7,1,5,2,14,1,0,0,0,0.0,19,3,0,0,1,0,0,40,Kabelo Seakanyeng,Maghreb Fès,WINGER,1,82.12201591511936,9.549071618037136,6.684350132625995,0.9549071618037135,4.774535809018568,1.909814323607427,13.36870026525199,0.9549071618037135,0.0,0.0,0.0,0.0,18.143236074270558,2.8647214854111405,0.0,0.0,0.9549071618037135,0.0,0.0,38.19628647214854,0.7,6.451612903225806,19.35483870967742,22.58064516129032,22.58064516129032,61.29032258064516,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,131244,180.0,356,122,116,26,11,0,91,2,1,0,0,0.1655539721,9,8,2,10,3,0,0,114,Ismaël Kandouss,RSB Berkane,CB,2,178.0,61.0,58.00000000000001,12.999999999999998,5.5,0.0,45.5,1.0,0.5,0.0,0.0,0.08277698605,4.5,4.0,1.0,5.0,1.5,0.0,0.0,57.0,0.9508196721311475,79.54545454545455,65.9090909090909,72.72727272727273,86.36363636363636,20.454545454545457,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,132614,13.083333333333334,40,11,8,2,5,0,12,3,1,0,0,0.0739791691,1,1,0,1,0,0,0,12,Walid Nassi Ouled Bentle,Wydad Casablanca,WINGER,1,275.1592356687898,75.6687898089172,55.03184713375796,13.75796178343949,34.394904458598724,0.0,82.54777070063693,20.636942675159233,6.878980891719745,0.0,0.0,0.5089012906242039,6.878980891719745,6.878980891719745,0.0,6.878980891719745,0.0,0.0,0.0,82.54777070063693,0.7272727272727273,96.7741935483871,80.64516129032258,93.54838709677419,87.09677419354838,6.451612903225806,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,134249,90.53333333333333,140,36,23,11,24,14,33,3,4,2,1,0.9145309041,17,2,0,1,2,0,1,47,Adam Ennaffati,Raja Casablanca,MID,1,139.17525773195877,35.7879234167894,22.864506627393226,10.93519882179676,23.85861561119293,13.917525773195877,32.80559646539028,2.9823269513991164,3.976435935198822,1.988217967599411,0.9941089837997055,0.9091433877282769,16.899852724594993,1.988217967599411,0.0,0.9941089837997055,1.988217967599411,0.0,0.9941089837997055,46.72312223858616,0.6388888888888888,23.52941176470588,57.35294117647059,90.19607843137256,99.01960784313727,41.17647058823529,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,135202,90.0,158,55,39,19,21,7,41,1,4,1,1,0.2655208744,7,5,1,2,0,0,1,55,Walid Sabbar,Wydad Casablanca,MID,1,158.0,55.00000000000001,39.0,19.0,21.0,7.0,41.0,1.0,4.0,1.0,1.0,0.2655208744,7.0,5.0,1.0,2.0,0.0,0.0,1.0,55.00000000000001,0.7090909090909091,46.07843137254902,84.31372549019608,91.17647058823529,88.23529411764706,5.392156862745098,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,135851,82.18333333333334,120,38,31,11,11,1,27,1,0,0,0,0.0,10,6,0,6,3,0,1,52,Augusto de Jesus Corte Real Carneiro,FAR Rabat,FB,1,131.41350638815655,41.61427702291624,33.94848915027378,12.046238085581017,12.046238085581017,1.095112553234638,29.568038937335228,1.095112553234638,0.0,0.0,0.0,0.0,10.95112553234638,6.570675319407828,0.0,6.570675319407828,3.285337659703914,0.0,1.095112553234638,56.94585276820117,0.8157894736842105,34.04255319148936,59.57446808510638,31.914893617021278,31.914893617021278,36.17021276595745,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,136023,20.75,40,11,6,2,2,0,11,0,1,1,0,0.0610727929,3,4,0,0,1,0,0,14,Rodrigue Kossi Fiogbé,Hassania Agadir,FB,1,173.49397590361446,47.71084337349398,26.02409638554217,8.674698795180724,8.674698795180724,0.0,47.71084337349398,0.0,4.337349397590362,4.337349397590362,0.0,0.26489404149397594,13.012048192771084,17.34939759036145,0.0,0.0,4.337349397590362,0.0,0.0,60.722891566265055,0.5454545454545454,76.59574468085107,19.148936170212767,97.87234042553192,100.0,55.319148936170215,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,138827,27.883333333333333,53,10,8,3,6,1,12,1,0,0,0,0.0,11,1,0,0,1,0,0,20,Achraf El Idrissi,Difaâ El Jadida,MID,1,171.06993424985058,32.27734608487747,25.821876867901974,9.68320382546324,19.36640765092648,3.2277346084877467,38.73281530185296,3.2277346084877467,0.0,0.0,0.0,0.0,35.50508069336521,3.2277346084877467,0.0,0.0,3.2277346084877467,0.0,0.0,64.55469216975494,0.8,52.94117647058824,52.94117647058824,23.52941176470588,23.52941176470588,89.2156862745098,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,138839,8.866666666666667,37,11,11,1,0,0,9,0,0,0,0,0.0,0,0,0,3,0,0,0,11,Driss Abdi,CODM Meknès,CB,1,375.56390977443607,111.65413533834587,111.65413533834587,10.150375939849624,0.0,0.0,91.3533834586466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.45112781954887,0.0,0.0,0.0,111.65413533834587,1.0,97.72727272727273,47.72727272727273,35.22727272727273,35.22727272727273,3.4090909090909087,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,138841,90.0,99,39,23,18,7,0,20,0,0,0,0,0.0,0,2,0,0,0,0,0,51,Salaheddine Chihab,Maghreb Fès,GK,1,99.00000000000001,39.0,23.0,18.0,7.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,51.0,0.5897435897435898,72.22222222222221,91.66666666666666,52.77777777777778,52.77777777777778,36.11111111111111,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,138842,90.0,146,51,37,14,9,0,28,0,0,0,0,0.0,12,2,4,2,2,0,1,65,Marouane Hadhoudi,Difaâ El Jadida,CB,1,146.0,51.0,37.0,14.0,9.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,4.0,2.0,2.0,0.0,1.0,65.0,0.7254901960784313,54.54545454545454,73.86363636363636,35.22727272727273,35.22727272727273,89.77272727272727,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
1229,318,138843,93.91666666666667,81,28,27,7,3,0,11,1,0,0,0,0.0,9,2,0,5,0,0,0,41,Abdelilah Madkour,Maghreb Fès,FB,1,77.62200532386868,26.832298136645964,25.87400177462289,6.708074534161491,2.87488908606921,0.0,10.54125998225377,0.95829636202307,0.0,0.0,0.0,0.0,8.62466725820763,1.91659272404614,0.0,4.79148181011535,0.0,0.0,0.0,39.29015084294587,0.9642857142857143,2.127659574468085,6.382978723404255,31.914893617021278,31.914893617021278,25.53191489361702,low_sample,event_derived_player_season_metrics_research_fallback_not_provider_direct
